pairs,judge_calls,real_win_share,synthetic_win_share,tie_share,simulated_realism_score,simulated_realism_score_ci_low,simulated_realism_score_ci_high,preference_consistency,position_a_choice_share,judge_sentiment_agreement_real,judge_sentiment_agreement_synthetic,latency_seconds_mean,cost_usd,real_thai_naturalness_mean,synthetic_thai_naturalness_mean,gap_thai_naturalness_mean,gap_thai_naturalness_ci_low,gap_thai_naturalness_ci_high,real_campaign_relevance_mean,synthetic_campaign_relevance_mean,gap_campaign_relevance_mean,gap_campaign_relevance_ci_low,gap_campaign_relevance_ci_high,real_social_media_plausibility_mean,synthetic_social_media_plausibility_mean,gap_social_media_plausibility_mean,gap_social_media_plausibility_ci_low,gap_social_media_plausibility_ci_high,real_pragmatic_cultural_fit_mean,synthetic_pragmatic_cultural_fit_mean,gap_pragmatic_cultural_fit_mean,gap_pragmatic_cultural_fit_ci_low,gap_pragmatic_cultural_fit_ci_high,real_contextual_specificity_mean,synthetic_contextual_specificity_mean,gap_contextual_specificity_mean,gap_contextual_specificity_ci_low,gap_contextual_specificity_ci_high,real_unsupported_claim_risk_mean,synthetic_unsupported_claim_risk_mean,gap_unsupported_claim_risk_mean,gap_unsupported_claim_risk_ci_low,gap_unsupported_claim_risk_ci_high,real_negative_share,real_neutral_share,real_positive_share,real_sentiment_jsd,synthetic_negative_share,synthetic_neutral_share,synthetic_positive_share,synthetic_sentiment_jsd
741,1482,0.5931174089068826,0.40553306342780027,0.001349527665317139,0.40620782726045884,0.37415654520917685,0.43792172739541163,0.835357624831309,0.5587837837837838,0.8920377867746289,0.9244264507422402,30.227028522962936,0.557967,3.7685560053981106,4.189608636977058,0.42105263157894735,0.28945681511470983,0.5661437246963562,2.8252361673414303,4.462887989203779,1.6376518218623481,1.5114541160593793,1.7672064777327936,3.8360323886639676,3.880566801619433,0.044534412955465584,-0.11337719298245615,0.19775641025640997,3.5695006747638325,4.0701754385964914,0.5006747638326585,0.3501855600539811,0.6511470985155196,2.2253711201079622,3.136302294197031,0.9109311740890689,0.7638326585695007,1.047925101214575,1.8299595141700404,1.8704453441295548,0.04048582995951417,-0.0641025641025641,0.1363191632928474,0.1902834008097166,0.4973009446693657,0.3124156545209177,0.07687435145732709,0.02834008097165992,0.6194331983805668,0.3522267206477733,0.21508149308427016
